,In-degree,Out-degree,Betweenness,Closeness,Eigenvector
afbillings,76.0,148.0,0.0007717047443477671,0.48863882750509746,0.029242301024797447
flynnboulder,20.0,26.0,1.992699770736884e-05,0.4450934626049834,0.005321517231821412
rockymntnpols,146.0,434.0,0.009426968536107076,0.5246891660219131,0.04266135861978963
ztuylime,78.0,233.99999999999997,0.0009958940409521115,0.484298586254127,0.030248541490063747
markyv,106.0,23.999999999999996,8.464932170491016e-05,0.5036854426707664,0.038638432968602476
dog_rates,89.0,0.0,0.0,0.5134959316013382,0.023770982212371377
suzanne_garrett,22.0,147.0,0.0001205136416695669,0.45216820319925743,0.010058803217654897
zndx,31.0,101.0,0.00021971694313921926,0.4653537624675146,0.012929129300094011
jasonwienerpc,38.0,151.0,0.00029162054804773293,0.47898051978720757,0.017320151080477308
hegemommy,152.0,183.0,0.0045529397932642,0.533241556666117,0.052356667807353034
m_squared2,33.0,103.0,0.00015487606092275783,0.46634881684199964,0.01386088973039066
leestorrow,5.0,10.0,0.00014756681171596974,0.4562673570636859,0.0029717481495655416
jpetersjohnson,11.999999999999998,88.0,2.8397548387301273e-05,0.45310761082363266,0.00622874817145609
tedxboulder,107.0,91.0,0.0009875709237892585,0.5103645788060261,0.03850091930301095
phaedrapezzullo,75.0,120.0,0.000632347346206344,0.4908382520850154,0.027632777479594056
bouldercohealth,203.0,31.0,0.00041576283153018083,0.550746961304146,0.06042896144523631
wdsmeyer,20.0,34.0,2.9003633745463527e-05,0.45248090596772167,0.008580749073797933
forboulderkids,26.0,81.0,0.00011283441708758369,0.464362945372126,0.010268385771993425
erinoverturf,90.0,127.0,0.0008913071782999444,0.5002197171478024,0.032167555122580294
paulaikenbdc,102.0,40.0,0.00033902375202675964,0.5068066537794931,0.040518900104308
anthonyericgrav,53.0,144.0,0.0004956741563052855,0.4879100596788408,0.022923273242848433
benitaboulder,137.0,229.0,0.003219341084903737,0.5095696184029015,0.042767040347885935
senatorbennet,276.0,27.0,0.0007248668242625499,0.6035861531635844,0.07399677941656752
lindsey_loberg,56.0,97.00000000000001,0.0002864224499335212,0.4703719554488322,0.020668766533553456
repperlmutter,144.0,120.0,0.003309266139358187,0.5358619082959258,0.04823789778561238
boulder_fire,119.00000000000001,14.0,0.0003969385134192327,0.5139728122775534,0.03591457465285369
kencairn,18.0,16.0,4.753513732356251e-06,0.46141564882180924,0.010059025884508676
legalizeboulder,51.0,51.0,7.583070778990615e-05,0.4758453745667822,0.02002961657322273
conservationco,128.0,71.0,0.0005229710364795222,0.520101263934281,0.04424060900505424
askwpgirl,106.0,249.0,0.0013392786516480072,0.4941747658831764,0.036504409511092475
govofco,366.0,50.0,0.0016643938039805832,0.6542873900293256,0.09774687626625131
boulderbedrooms,301.0,532.0,0.029283075575302776,0.5953479436117612,0.07574393669533436
johnbearwithme,158.0,99.0,0.0014014601790575019,0.5354233960960111,0.05456196289782318
teddyweverka,17.0,87.0,7.826858194425281e-05,0.4650230206320722,0.009526371111839153
yimbytown,69.0,68.0,0.00025228986277650903,0.4796828372649014,0.025981927534719704
raffimercuri,106.0,139.0,0.001181244592047414,0.5060227301077537,0.03807649118325231
kniechatlarge,81.0,63.0,0.0001613081641105037,0.4986946570345469,0.030443671967827404
notfromshrek,114.0,81.0,0.0005686962791218959,0.4986946570345469,0.039429738255582124
aliceforco,102.0,166.0,0.0012212904863606916,0.5056316769932965,0.03604145781535657
albusbrooks,66.0,74.0,0.0002577914314187258,0.4926862876726849,0.02343436825297922
jmshrivermenv,22.0,122.0,0.00011536714160895409,0.46206736583991914,0.010864482373812918
natesilver538,224.0,15.0,0.002027059990385869,0.5800420124373453,0.056415516811183154
bldrfoodrescue,91.0,38.0,0.00013067242282068666,0.4949223827755867,0.03137532853720968
commutingsltns,87.0,140.0,0.001050644183073381,0.49755695059264304,0.03348394296935928
thecharlier,102.0,39.0,0.0001426902608674285,0.5002197171478024,0.036933506688474435
odarren1,115.99999999999999,145.0,0.0013784398628648871,0.5068066537794931,0.03914261472064355
nick_p,11.0,45.0,1.1020882853854018e-05,0.4506111501579377,0.006231092229843406
lynnguissinger,54.0,103.0,0.00023434191134689684,0.48286892253086755,0.02155771185517558
ediehooton,177.0,130.0,0.002192876204010352,0.5407333801895252,0.05861033541434959
ecobuildinc,69.0,124.0,0.0003077305874912609,0.4807401837100114,0.02783930558812726
bouldersmith,40.0,74.0,0.00015067989027662773,0.47863013169665364,0.01691706588176448
sellout,22.0,39.0,6.16022227543266e-05,0.4637047413389976,0.009138999158320215
bobbaskerville,15.0,43.0,1.2622309192604742e-05,0.4499913273929337,0.008061394901555054
svpboco,69.0,94.99999999999999,0.0003487734208901928,0.4807401837100114,0.02591193794504887
harlinsavage,11.0,54.0,8.062950842038426e-06,0.45248090596772167,0.006552903633019563
elise4boco,149.0,22.0,0.0002016237735857119,0.5272259387826959,0.05112356697850335
kellylwyatt85,16.0,47.99999999999999,5.5347208910603515e-05,0.460441513039638,0.006991731875670876
samassefa,23.999999999999996,45.0,2.0432668159001905e-05,0.4585055291025406,0.011633733130184738
cherryboulder,110.0,185.0,0.0011593981218858762,0.5060227301077537,0.04162410920483286
tayertweet,83.0,122.0,0.0004729784051291474,0.4945482917833148,0.033986497280022426
